Sno,date,country,Cured,Death,Confirmed,Total Test,"Serious,Critical",Total cases
16577,08/09/2020,Benin,339463,5113,345525,1936,0,0
16578,08/10/2020,Benin,2719479,34929,2840428,1936,0,0
16579,08/11/2020,Benin,2797779,13093,2910507,2001,0,65
16580,08/12/2020,Benin,19565,202,20038,2014,0,13
16581,8/13/2020,Benin,9388,48,9742,2014,0,0
16582,8/14/2020,Benin,780187,8954,789771,2014,0,0
16583,8/15/2020,Benin,5809548,121804,6051633,2063,1,49
16584,8/16/2020,Benin,62134,1141,69198,2063,0,0
16585,8/17/2020,Benin,44067,831,49161,2063,0,0
16586,8/18/2020,Benin,15512,92,20075,2063,0,0
16587,8/19/2020,Benin,23237,493,25111,2095,0,32
16588,8/20/2020,Benin,874307,3970,906429,2095,0,0
16589,8/21/2020,Benin,112892,1748,116985,2095,0,0
16590,8/22/2020,Benin,575971,16033,595351,2115,0,20
16591,8/23/2020,Benin,941839,8918,952322,2115,0,0
16592,8/24/2020,Benin,17954,305,20324,2115,0,0
16593,8/25/2020,Benin,2403349,32506,2475190,2115,0,0
16594,8/26/2020,Benin,605455,3651,622593,2145,1,30
16595,8/27/2020,Benin,61513,677,65770,2145,0,0
16596,8/28/2020,Benin,330593,7095,339933,2145,0,0
16597,8/29/2020,Benin,1680428,22577,1705951,2145,0,0
16598,8/30/2020,Benin,1459510,17679,1498305,2145,0,0
16599,8/31/2020,Benin,7308,128,7467,2145,0,0
16600,09/01/2020,Benin,1838469,12706,1889513,2145,0,0
16601,09/02/2020,Benin,32923,172,35857,2194,0,49
16602,09/03/2020,Benin,477510,4539,508484,2194,0,0
16603,09/04/2020,Benin,710569,9588,721914,2194,0,0
16604,09/05/2020,Benin,60708,808,61670,2213,0,19
16605,09/06/2020,Benin,975077,13439,994480,2213,0,0
16606,09/07/2020,Benin,10511,4,10560,2213,0,0
16607,09/08/2020,Benin,1407832,24977,1434188,2213,0,0
16608,09/09/2020,Benin,161361,3054,166689,2242,0,29
16609,09/10/2020,Benin,810451,10059,823523,2242,0,0
16610,09/11/2020,Benin,757771,9431,768639,2242,0,0
16611,09/12/2020,Benin,197019,3479,202123,2242,0,0
16612,9/13/2020,Benin,306739,4323,315662,2267,0,25
16613,9/14/2020,Benin,339583,5113,345610,2267,0,0
16614,9/15/2020,Benin,2732242,35040,2843810,2267,0,0
16615,9/16/2020,Benin,2809587,13235,2924165,2280,0,13
16616,9/17/2020,Benin,19592,202,20073,2280,0,0
16617,9/18/2020,Benin,9411,48,9770,2280,0,0
16618,9/19/2020,Benin,780265,8969,789804,2280,0,0
16619,9/20/2020,Benin,5819901,121945,6061404,2280,0,0
16620,9/21/2020,Benin,62628,1150,69790,2294,0,14
16621,9/22/2020,Benin,44459,838,49513,2294,0,0
16622,9/23/2020,Benin,16188,93,20492,2325,0,31
16623,9/24/2020,Benin,23403,495,25239,2325,0,0
16624,9/25/2020,Benin,877540,4018,909800,2325,0,0
16625,9/26/2020,Benin,113146,1749,117249,2325,0,0
16626,9/27/2020,Benin,576423,16052,595609,2340,0,15
16627,9/28/2020,Benin,942030,8921,952422,2340,0,0
16628,9/29/2020,Benin,18214,307,20544,2340,0,0
16629,9/30/2020,Benin,2408886,32619,2479696,2357,1,17
16630,10/01/2020,Benin,606461,3661,623510,2357,0,0
16631,10/02/2020,Benin,61663,682,66220,2357,0,0
16632,10/03/2020,Benin,330838,7316,340255,2357,0,0
16633,10/04/2020,Benin,1680720,22591,1706107,2357,0,0
16634,10/05/2020,Benin,1461490,17708,1499783,2357,0,0
16635,10/06/2020,Benin,7308,128,7469,2357,0,0
16636,10/07/2020,Benin,1842432,12744,1893354,2411,0,54
16637,10/08/2020,Benin,33209,176,36168,2411,0,0
16638,10/09/2020,Benin,480839,4577,511153,2411,0,0
16639,10/10/2020,Benin,710793,9592,722101,2411,0,0
16640,10/11/2020,Benin,60730,808,61687,2411,0,0
16641,10/12/2020,Benin,975658,13445,994890,2411,0,0
16642,10/13/2020,Benin,10514,4,10561,2411,0,0
16643,10/14/2020,Benin,1407943,24981,1434281,2478,0,67
16644,10/15/2020,Benin,161582,3060,166920,2496,0,18
16645,10/16/2020,Benin,810751,10062,823607,2496,0,0
16646,10/17/2020,Benin,757898,9446,768724,2496,0,0
16647,10/18/2020,Benin,197171,3480,202290,2496,0,0
16648,10/19/2020,Benin,307312,4327,315960,2496,0,0
16649,10/20/2020,Benin,339739,5113,345706,2496,0,0
16650,10/21/2020,Benin,2746544,35134,2847013,2557,0,61
16651,10/22/2020,Benin,2821151,13359,2937033,2557,0,0
16652,10/23/2020,Benin,19626,202,20090,2557,0,0
16653,10/24/2020,Benin,9466,49,9808,2557,0,0
16654,10/25/2020,Benin,780330,8981,789844,2557,0,0
16655,10/26/2020,Benin,5828535,122197,6070599,2557,0,0
16656,10/27/2020,Benin,63206,1162,70298,2557,0,0
16657,10/28/2020,Benin,44709,844,50090,2643,0,86
16658,10/29/2020,Benin,16545,93,20770,2643,0,0
16659,10/30/2020,Benin,23486,498,25305,2643,0,0
16660,10/31/2020,Benin,880997,4063,912887,2643,0,0
16661,11/01/2020,Benin,113373,1751,117465,2683,0,40
16662,11/02/2020,Benin,576866,16072,595899,2683,0,0
16663,11/03/2020,Benin,942172,8923,952497,2683,0,0
16664,11/04/2020,Benin,18251,308,20666,2745,2,62
16665,11/05/2020,Benin,2413930,32721,2484177,2745,0,0
16666,11/06/2020,Benin,607658,3669,624379,2745,0,0
16667,11/07/2020,Benin,62130,683,66629,2745,0,0
16668,11/08/2020,Benin,331089,7324,340379,2745,0,0
16669,11/09/2020,Benin,1680980,22601,1706268,2781,0,36
16670,11/10/2020,Benin,1463379,17735,1501284,2781,0,0
16671,11/11/2020,Benin,7325,128,7475,2844,0,63
16672,11/12/2020,Benin,1846716,12779,1896818,2844,0,0
16673,11/13/2020,Benin,33432,176,36572,2844,0,0
16674,11/14/2020,Benin,483741,4604,513606,2844,0,0
16675,11/15/2020,Benin,710995,9594,722282,2844,0,0
16676,11/16/2020,Benin,60745,808,61700,2884,0,40
16677,11/17/2020,Benin,976125,13450,995195,2884,0,0
16678,11/18/2020,Benin,10518,4,10565,2916,0,32
16679,11/19/2020,Benin,1408350,24983,1434374,2916,0,0
16680,11/20/2020,Benin,161867,3062,167103,2916,0,0
16681,11/21/2020,Benin,810979,10064,823687,2916,0,0
16682,11/22/2020,Benin,758046,9461,768800,2916,0,0
16683,11/23/2020,Benin,197380,3481,202440,2916,0,0
16684,11/24/2020,Benin,307749,4333,316291,2916,0,0
16685,11/25/2020,Benin,339850,5113,345794,2974,0,58
16686,11/26/2020,Benin,2760881,35222,2849997,2974,0,0
16687,11/27/2020,Benin,2831394,13505,2949128,2974,0,0
16688,11/28/2020,Benin,19658,202,20101,2974,0,0
16689,11/29/2020,Benin,9514,49,9843,2974,0,0
16690,11/30/2020,Benin,780384,8989,789887,3015,0,41
16691,12/01/2020,Benin,5836920,122353,6079352,3015,0,0
16692,12/02/2020,Benin,63809,1175,70954,3055,1,40
16693,12/03/2020,Benin,45074,849,50575,3055,0,0
16694,12/04/2020,Benin,16899,94,21003,3055,0,0
16695,12/05/2020,Benin,23604,498,25382,3055,0,0
16696,12/06/2020,Benin,884262,4109,916109,3055,0,0
16697,12/07/2020,Benin,113649,1759,117640,3073,0,18
16698,12/08/2020,Benin,577256,16086,596094,3073,0,0
16699,12/09/2020,Benin,942331,8930,952573,3090,0,17
16700,12/10/2020,Benin,18407,308,20777,3090,0,0
16701,12/11/2020,Benin,2418882,32818,2488407,3090,0,0
16702,12/12/2020,Benin,608833,3678,625237,3090,0,0
16703,12/13/2020,Benin,62480,685,67023,3090,0,0
16704,12/14/2020,Benin,331297,7327,340488,3090,0,0
16705,12/15/2020,Benin,1681208,22616,1706384,3090,0,0
16706,12/16/2020,Benin,1465219,17758,1502706,3152,0,62
16707,12/17/2020,Benin,7330,128,7478,3152,0,0
16708,12/18/2020,Benin,1851062,12815,1899748,3152,0,0
16709,12/19/2020,Benin,33704,176,36937,3152,0,0
16710,12/20/2020,Benin,486265,4632,515981,3167,0,15
16711,12/21/2020,Benin,711279,9599,722418,3167,0,0
16712,12/22/2020,Benin,60761,808,61718,3167,0,0
16713,12/23/2020,Benin,976706,13453,995489,3205,0,38
16714,12/24/2020,Benin,10522,4,10567,3205,0,0
16715,12/25/2020,Benin,1408456,24988,1434460,3205,0,0
16716,12/26/2020,Benin,162074,3069,167272,3205,0,0
16717,12/27/2020,Benin,811169,10067,823763,3205,0,0
16718,12/28/2020,Benin,758144,9474,768852,3205,0,0
16719,12/29/2020,Benin,197627,3482,202555,3205,0,0
16720,12/30/2020,Benin,308246,4335,316629,3251,0,46
16721,12/31/2020,Benin,339966,5114,345885,3251,0,0
16722,01/01/2021,Benin,2768632,35308,2852079,3251,0,0
16723,01/02/2021,Benin,2843909,13640,2961584,3251,0,0
16724,01/03/2021,Benin,19669,202,20115,3251,0,0
16725,01/04/2021,Benin,9557,49,9861,3251,0,0
16726,01/05/2021,Benin,780445,9001,789936,3304,0,53
16727,01/06/2021,Benin,5845315,122724,6088841,3304,0,0
16728,01/07/2021,Benin,64329,1188,71643,3304,0,0
16729,01/08/2021,Benin,45596,855,51035,3304,0,0
16730,01/09/2021,Benin,17254,95,21246,3304,0,0
16731,01/10/2021,Benin,23699,499,25451,3304,0,0
16732,01/11/2021,Benin,887420,4154,919026,3363,2,59
16733,01/12/2021,Benin,113920,1760,117787,3363,0,0
16734,1/13/2021,Benin,577624,16103,596265,3413,0,50
16735,1/14/2021,Benin,942469,8934,952663,3413,0,0
16736,1/15/2021,Benin,18589,308,20955,3413,0,0
16737,1/16/2021,Benin,2423606,32933,2492420,3413,0,0
16738,1/17/2021,Benin,609947,3684,626085,3413,0,0
16739,1/18/2021,Benin,62843,692,67451,3413,0,0
16740,1/19/2021,Benin,331494,7331,340646,3413,0,0
16741,1/20/2021,Benin,1681412,22622,1706495,3557,0,144
16742,1/21/2021,Benin,1467038,17779,1504097,3582,2,25
16743,1/22/2021,Benin,7333,128,7482,3643,0,61
16744,1/23/2021,Benin,1854754,12844,1902923,3643,0,0
16745,1/24/2021,Benin,33967,177,37105,3643,0,0
16746,1/25/2021,Benin,489040,4652,517194,3643,0,0
16747,1/26/2021,Benin,711490,9601,722527,3643,0,0
16748,1/27/2021,Benin,60777,808,61728,3786,0,143
16749,1/28/2021,Benin,976917,13456,995718,3786,0,0
16750,1/29/2021,Benin,10527,4,10569,3786,0,0
16751,1/30/2021,Benin,1408567,24995,1434554,3786,0,0
16752,1/31/2021,Benin,162276,3073,167436,3893,4,107
16753,02/01/2021,Benin,811297,10069,823833,3893,0,0
16754,02/02/2021,Benin,758231,9486,768903,3893,0,0
16755,02/03/2021,Benin,197794,3483,202642,4119,2,226
16756,02/04/2021,Benin,308672,4337,316976,4193,1,74
16757,02/05/2021,Benin,340164,5115,345937,4193,0,0
16758,02/06/2021,Benin,2773407,35367,2853643,4193,0,0
16759,02/07/2021,Benin,2855460,13716,2973684,4193,0,0
16760,02/08/2021,Benin,19690,204,20120,4193,0,0
16761,02/09/2021,Benin,9577,49,9900,4193,0,0
16762,02/10/2021,Benin,780495,9009,789983,4560,1,367
16763,02/11/2021,Benin,5848693,123030,6098177,4560,0,0
16764,02/12/2021,Benin,64931,1196,72286,4560,0,0
16765,2/13/2021,Benin,46228,862,51524,4560,0,0
16766,2/14/2021,Benin,17661,95,21337,4560,0,0
16767,2/15/2021,Benin,23786,499,25519,5039,6,479
16768,2/16/2021,Benin,890778,4196,921896,5039,0,0
16769,2/17/2021,Benin,114192,1761,117959,5143,3,104
16770,2/18/2021,Benin,577982,16110,596416,5143,0,0
16771,2/19/2021,Benin,942616,8938,952734,5143,0,0
16772,2/20/2021,Benin,18722,308,21131,5143,0,0
16773,2/21/2021,Benin,2427988,33005,2496287,5434,5,291
16774,2/22/2021,Benin,611035,3691,626690,5434,0,0
16775,2/23/2021,Benin,63209,692,67677,5434,0,0
16776,2/24/2021,Benin,331642,7333,340724,5434,0,0
16777,2/25/2021,Benin,1681717,22640,1706621,5434,0,0
16778,2/26/2021,Benin,1468815,17799,1505394,5434,0,0
16779,2/27/2021,Benin,7339,128,7482,5434,0,0
16780,2/28/2021,Benin,1858189,12870,1905023,5434,0,0
16781,03/01/2021,Benin,34234,179,37531,6071,5,637
16782,03/02/2021,Benin,491561,4683,519834,6071,0,0
16783,03/03/2021,Benin,711692,9606,722603,6071,0,0
16784,03/04/2021,Benin,60815,809,61740,6071,0,0
16785,03/05/2021,Benin,977360,13457,996037,6338,6,267
16786,03/06/2021,Benin,10530,4,10569,6338,0,0
16787,03/07/2021,Benin,1408699,24997,1434608,6338,0,0
16788,03/08/2021,Benin,162557,3075,167566,6338,0,0
16789,03/09/2021,Benin,811491,10071,823895,6338,0,0
16790,03/10/2021,Benin,758348,9496,768957,6501,0,163
16791,03/11/2021,Benin,197959,3484,202800,6501,0,0
16792,03/12/2021,Benin,309133,4343,317250,6501,0,0
16793,3/13/2021,Benin,340257,5117,345983,6501,0,0
16794,3/14/2021,Benin,2779038,35434,2856491,6501,0,0
16795,3/15/2021,Benin,2866806,13818,2981721,6501,0,0
16796,3/16/2021,Benin,19709,204,20129,6501,0,0
16797,3/17/2021,Benin,9609,49,9936,6501,0,0
16798,3/18/2021,Benin,780534,9015,790015,6501,0,0
16799,3/19/2021,Benin,5861720,123136,6104917,6818,9,317
16800,3/20/2021,Benin,65540,1204,72718,6818,0,0
16801,3/21/2021,Benin,46676,871,51901,6818,0,0
16802,3/22/2021,Benin,18026,98,21854,6818,0,0
16803,3/23/2021,Benin,23868,499,25559,6818,0,0
16804,3/24/2021,Benin,894104,4248,924699,7100,0,282
16805,3/25/2021,Benin,114454,1762,118087,7100,0,0
16806,3/26/2021,Benin,578310,16122,596550,7100,0,0
16807,3/27/2021,Benin,942756,8941,952789,7100,0,0
16808,3/28/2021,Benin,19048,309,21226,7100,0,0
16809,3/29/2021,Benin,2432017,33059,2500002,7100,0,0
16810,3/30/2021,Benin,612096,3698,627498,7100,0,0
16811,3/31/2021,Benin,63492,697,68151,7100,0,0
16812,04/01/2021,Benin,331903,7335,340793,7313,3,213
16813,04/02/2021,Benin,1681912,22646,1706739,7313,0,0
16814,04/03/2021,Benin,1470512,17817,1506279,7313,0,0
16815,04/04/2021,Benin,7343,128,7487,7313,0,0
16816,04/05/2021,Benin,1861937,12898,1908065,7313,0,0
16817,04/06/2021,Benin,34525,181,37879,7313,0,0
16818,04/07/2021,Benin,493306,4717,522267,7313,0,0
16819,04/08/2021,Benin,711913,9612,722746,7515,0,202
16820,04/09/2021,Benin,60837,809,61752,7515,0,0
16821,04/10/2021,Benin,977893,13462,996359,7515,0,0
16822,04/11/2021,Benin,10532,4,10575,7515,0,0
16823,04/12/2021,Benin,1408853,25001,1434687,7515,0,0
16824,4/13/2021,Benin,162787,3079,167823,7515,0,0
16825,4/14/2021,Benin,811699,10072,823964,7611,2,96
16826,4/15/2021,Benin,758442,9506,769030,7611,0,0
16827,4/16/2021,Benin,198134,3485,202945,7611,0,0
16828,4/17/2021,Benin,309554,4345,317481,7611,0,0
16829,4/18/2021,Benin,340365,5118,346038,7611,0,0
16830,4/19/2021,Benin,2784030,35526,2859595,7611,0,0
16831,4/20/2021,Benin,2877557,13960,2996094,7720,2,109
16832,4/21/2021,Benin,19733,204,20137,7720,0,0
16833,4/22/2021,Benin,9643,49,9947,7720,0,0
16834,4/23/2021,Benin,780578,9017,790042,7720,0,0
16835,4/24/2021,Benin,5872268,123531,6113335,7720,0,0
16836,4/25/2021,Benin,66132,1218,73581,7720,0,0
16837,4/26/2021,Benin,47173,880,52358,7720,0,0
16838,4/27/2021,Benin,18383,98,22155,7720,0,0
16839,4/28/2021,Benin,23982,503,25619,7821,2,101
16840,4/29/2021,Benin,897362,4299,927186,7821,0,0
16841,4/30/2021,Benin,114673,1763,118227,7821,0,0
16842,05/01/2021,Benin,578590,16131,596736,7821,0,0
16843,05/02/2021,Benin,942882,8942,952836,7821,0,0
16844,05/03/2021,Benin,19200,309,21403,7884,1,63
16845,05/04/2021,Benin,2435872,33132,2503481,7884,0,0
16846,05/05/2021,Benin,613124,3703,628282,7884,0,0
16847,05/06/2021,Benin,63964,701,68612,7884,0,0
16848,05/07/2021,Benin,332006,7338,340882,7884,0,0
16849,05/08/2021,Benin,1682130,22656,1706818,7884,0,0
16850,05/09/2021,Benin,1472132,17834,1507241,7884,0,0
16851,05/10/2021,Benin,7349,128,7491,7884,0,0
16852,05/11/2021,Benin,1865956,12919,1911231,7995,1,111
16853,05/12/2021,Benin,34736,184,38283,7995,0,0
16854,5/13/2021,Benin,496442,4743,524556,7995,0,0
16855,5/14/2021,Benin,712055,9612,722850,7995,0,0
16856,5/15/2021,Benin,60872,809,61780,7995,0,0
16857,5/16/2021,Benin,978208,13464,996689,7995,0,0
16858,5/17/2021,Benin,10534,4,10576,7995,0,0
16859,5/18/2021,Benin,1408917,25005,1434780,8025,0,30
16860,5/19/2021,Benin,162983,3082,168015,8025,0,0
16861,5/20/2021,Benin,811988,10072,824029,8025,0,0
16862,5/21/2021,Benin,758512,9515,769093,8025,0,0
16863,5/22/2021,Benin,198293,3486,203117,8025,0,0
16864,5/23/2021,Benin,309973,4349,317761,8025,0,0
16865,5/24/2021,Benin,340463,5118,346113,8025,0,0
16866,5/25/2021,Benin,2787111,35601,2862338,8025,0,0
16867,5/26/2021,Benin,2889186,14108,3011694,8058,0,33
16868,5/27/2021,Benin,19756,204,20143,8058,0,0
16869,5/28/2021,Benin,9670,49,9965,8058,0,0
16870,5/29/2021,Benin,780610,9019,790070,8058,0,0
16871,5/30/2021,Benin,5881167,123857,6122893,8058,0,0
16872,5/31/2021,Benin,66578,1229,74341,8058,0,0
16873,06/01/2021,Benin,47597,886,52712,8058,0,0
16874,06/02/2021,Benin,18643,100,22703,8082,1,24
16875,06/03/2021,Benin,24088,505,25663,8082,0,0
16876,06/04/2021,Benin,900282,4358,929788,8082,0,0
16877,06/05/2021,Benin,114898,1765,118416,8082,0,0
16878,06/06/2021,Benin,578865,16141,596970,8082,0,0
16879,06/07/2021,Benin,943010,8942,952887,8082,0,0
16880,06/08/2021,Benin,19287,311,21573,8082,0,0
16881,06/09/2021,Benin,2439576,33196,2506848,8109,0,27
16882,06/10/2021,Benin,613872,3710,629054,8109,0,0
16883,06/11/2021,Benin,64194,703,69019,8109,0,0
16884,06/12/2021,Benin,332115,7338,340959,8109,0,0
16885,6/13/2021,Benin,1682321,22666,1706934,8109,0,0
16886,6/14/2021,Benin,1473718,17850,1508223,8109,0,0
16887,6/15/2021,Benin,7351,128,7492,8140,1,31
16888,6/16/2021,Benin,1869417,12946,1914213,8140,0,0
16889,6/17/2021,Benin,35037,185,38682,8140,0,0
16890,6/18/2021,Benin,499388,4764,527200,8140,0,0
16891,6/19/2021,Benin,712210,9614,722965,8140,0,0
16892,6/20/2021,Benin,60885,809,61794,8140,0,0
16893,6/21/2021,Benin,978654,13467,997035,8140,0,0
16894,6/22/2021,Benin,10542,4,10579,8170,1,30
16895,6/23/2021,Benin,1409018,25008,1434873,8170,0,0
16896,6/24/2021,Benin,163159,3086,168210,8170,0,0
16897,6/25/2021,Benin,812522,10072,824091,8170,0,0
16898,6/26/2021,Benin,758589,9525,769148,8170,0,0
16899,6/27/2021,Benin,198452,3486,203245,8170,0,0
16900,6/28/2021,Benin,310326,4353,318023,8170,0,0
16901,6/29/2021,Benin,340573,5119,346168,8199,0,29
16902,6/30/2021,Benin,2790453,35663,2864868,8199,0,0
16903,07/01/2021,Benin,2900600,14250,3025466,8199,0,0
16904,07/02/2021,Benin,19815,205,20155,8199,0,0
16905,07/03/2021,Benin,9695,49,9980,8199,0,0
16906,07/04/2021,Benin,780657,9023,790096,8199,0,0
16907,07/05/2021,Benin,5889982,124296,6131976,8199,0,0
16908,07/06/2021,Benin,67212,1241,75180,8199,0,0
16909,07/07/2021,Benin,47963,890,53244,8227,1,28
16910,07/08/2021,Benin,19007,101,23014,8227,0,0
16911,07/09/2021,Benin,24218,505,25727,8227,0,0
16912,07/10/2021,Benin,903178,4415,932330,8227,0,0
16913,07/11/2021,Benin,115042,1767,118571,8227,0,0
16914,07/12/2021,Benin,579111,16157,597195,8227,0,0
16915,7/13/2021,Benin,943190,8942,952956,8227,0,0
16916,7/14/2021,Benin,19339,312,21795,8244,2,17
16917,7/15/2021,Benin,2443141,33253,2510059,8244,0,0
16918,7/16/2021,Benin,614865,3714,629785,8244,0,0
16919,7/17/2021,Benin,64666,709,69550,8244,0,0
16920,7/18/2021,Benin,332240,7338,341023,8244,0,0
16921,7/19/2021,Benin,1682579,22676,1707044,8244,0,0
16922,7/20/2021,Benin,1475208,17867,1509218,8244,0,0
16923,7/21/2021,Benin,7352,128,7492,8244,0,0
16924,7/22/2021,Benin,1873993,12960,1917253,8324,0,80
16925,7/23/2021,Benin,35342,186,39085,8324,0,0
16926,7/24/2021,Benin,501869,4788,529693,8324,0,0
16927,7/25/2021,Benin,712427,9614,723060,8324,0,0
16928,7/26/2021,Benin,60901,809,61811,8324,0,0
16929,7/27/2021,Benin,978961,13472,997426,8324,0,0
16930,7/28/2021,Benin,10553,4,10580,8394,1,70
16931,7/29/2021,Benin,1409145,25011,1434954,8394,0,0
16932,7/30/2021,Benin,163347,3088,168430,8394,0,0
16933,7/31/2021,Benin,812718,10073,824147,8394,0,0
16934,08/01/2021,Benin,758678,9534,769205,8394,0,0
16935,08/02/2021,Benin,198579,3487,203425,8394,0,0
16936,08/03/2021,Benin,310630,4354,318284,8394,0,0
16937,08/04/2021,Benin,340655,5119,346223,8608,2,214
16938,08/05/2021,Benin,2793498,35731,2867158,8608,0,0
16939,08/06/2021,Benin,2911054,14380,3039029,8608,0,0
16940,08/07/2021,Benin,19830,206,20167,8608,0,0
16941,08/08/2021,Benin,9729,49,10002,8608,0,0
16942,08/09/2021,Benin,780695,9024,790125,8608,0,0
16943,08/10/2021,Benin,5900440,125034,6140968,9065,3,457
16944,08/11/2021,Benin,68171,1251,76032,9065,0,0
16945,08/12/2021,Benin,48380,899,53670,9065,0,0
16946,8/13/2021,Benin,19124,103,23551,9065,0,0
16947,8/14/2021,Benin,24305,507,25787,9065,0,0
16948,8/15/2021,Benin,906519,4476,935136,9065,0,0
16949,8/16/2021,Benin,115234,1768,118697,9065,0,0
16950,8/17/2021,Benin,579370,16168,597347,9065,0,0
16951,8/18/2021,Benin,943260,8943,953018,10183,6,1118
16952,8/19/2021,Benin,19476,312,21965,10183,0,0
16953,8/20/2021,Benin,2446552,33322,2513098,10183,0,0
16954,8/21/2021,Benin,615852,3720,630514,10183,0,0
16955,8/22/2021,Benin,65095,712,69961,10183,0,0
16956,8/23/2021,Benin,332431,7338,341088,12021,6,1838
16957,8/24/2021,Benin,1682741,22689,1707127,12492,2,471
16958,8/25/2021,Benin,1476632,17886,1510208,12492,0,0
16959,8/26/2021,Benin,7352,129,7492,12492,0,0
16960,8/27/2021,Benin,1877930,12986,1920178,13366,1,874
16961,8/28/2021,Benin,35634,188,39563,13366,0,0
16962,8/29/2021,Benin,504723,4812,532084,13366,0,0
16963,8/30/2021,Benin,712663,9618,723147,13366,0,0
16964,8/31/2021,Benin,60914,809,61823,13366,0,0
16965,09/01/2021,Benin,979448,13475,997785,15932,3,2566
16966,09/02/2021,Benin,10555,4,10584,15932,0,0
16967,09/03/2021,Benin,1409226,25012,1435030,16946,4,1014
16968,09/04/2021,Benin,163530,3095,168585,16946,0,0
16969,09/05/2021,Benin,812976,10073,824200,16946,0,0
16970,09/06/2021,Benin,758728,9542,769243,16946,0,0
16971,09/07/2021,Benin,198738,3490,203563,19106,6,2160
16972,09/08/2021,Benin,310985,4356,318469,19106,0,0
16973,09/09/2021,Benin,340737,5119,346279,19106,0,0
16974,09/10/2021,Benin,2796377,35779,2869320,19841,0,735
16975,09/11/2021,Benin,2922921,14489,3053116,19841,0,0
16976,09/12/2021,Benin,19865,206,20186,19841,0,0
16977,9/13/2021,Benin,9751,49,10011,19841,0,0
16978,9/14/2021,Benin,780735,9025,790152,21450,5,1609
16979,9/15/2021,Benin,5906466,125528,6149264,21450,0,0
16980,9/16/2021,Benin,68654,1258,76820,21450,0,0
16981,9/17/2021,Benin,48886,906,54155,21450,0,0
16982,9/18/2021,Benin,19387,105,23993,21450,0,0
16983,9/19/2021,Benin,24418,507,25898,21450,0,0
16984,9/20/2021,Benin,909639,4534,937470,21450,0,0
16985,9/21/2021,Benin,115489,1769,118831,21450,0,0
16986,9/22/2021,Benin,579618,16177,597469,21450,0,0
16987,9/23/2021,Benin,943379,8945,953074,21450,0,0
16988,9/24/2021,Benin,19606,313,22163,22958,8,1508
16989,9/25/2021,Benin,2449873,33371,2516011,22958,0,0
16990,9/26/2021,Benin,616769,3725,631218,22958,0,0
16991,9/27/2021,Benin,65536,712,70479,22958,0,0
16992,9/28/2021,Benin,332634,7338,341137,22958,0,0
16993,9/29/2021,Benin,1682924,22693,1707225,23890,5,932
16994,9/30/2021,Benin,1477998,17903,1511205,23890,0,0
16995,10/01/2021,Benin,7352,129,7492,23890,0,0
16996,10/02/2021,Benin,1881161,13002,1922843,23890,0,0
16997,10/03/2021,Benin,35910,189,39817,23890,0,0
16998,10/04/2021,Benin,507516,4828,533663,23890,0,0
16999,10/05/2021,Benin,712820,9618,723283,23890,0,0
17000,10/06/2021,Benin,60926,809,61831,24335,0,445
17001,10/07/2021,Benin,979711,13478,997973,24335,0,0
17002,10/08/2021,Benin,10557,4,10586,24335,0,0
17003,10/09/2021,Benin,1409325,25015,1435083,24335,0,0
17004,10/10/2021,Benin,163771,3097,168716,24335,0,0
17005,10/11/2021,Benin,813238,10073,824242,24335,0,0
17006,10/12/2021,Benin,758790,9550,769279,24335,0,0
17007,10/13/2021,Benin,198888,3491,203626,24560,2,225
17008,10/14/2021,Benin,311334,4357,318693,24560,0,0
17009,10/15/2021,Benin,340798,5119,346328,24560,0,0
17010,10/16/2021,Benin,2798703,35835,2871298,24560,0,0
17011,10/17/2021,Benin,2935423,14586,3065336,24560,0,0
17012,10/18/2021,Benin,19879,206,20195,24560,0,0
17013,10/19/2021,Benin,9803,49,10013,24560,0,0
17014,10/20/2021,Benin,780735,9025,790175,24560,0,0
17015,10/21/2021,Benin,5912479,125878,6157799,24560,0,0
17016,10/22/2021,Benin,69224,1272,77731,24560,0,0
17017,10/23/2021,Benin,49307,908,54580,24560,0,0
17018,10/24/2021,Benin,19618,110,24183,24560,0,0
17019,10/25/2021,Benin,24498,507,25976,24678,0,118
17020,10/26/2021,Benin,912463,4599,939752,24678,0,0
17021,10/27/2021,Benin,115702,1769,118976,24749,0,71
17022,10/28/2021,Benin,579829,16186,597598,24749,0,0
17023,10/29/2021,Benin,943479,8945,953126,24749,0,0
17024,10/30/2021,Benin,19725,315,22307,24749,0,0
17025,10/31/2021,Benin,2453061,33418,2518786,24749,0,0
17026,11/01/2021,Benin,617638,3729,631683,24749,0,0
17027,11/02/2021,Benin,65934,715,70749,24749,0,0
17028,11/03/2021,Benin,332746,7339,341179,24804,0,55
17029,11/04/2021,Benin,1683058,22698,1707350,24804,0,0
17030,11/05/2021,Benin,1479312,17916,1512129,24804,0,0
17031,11/06/2021,Benin,7355,129,7493,24804,0,0
17032,11/07/2021,Benin,1884202,13024,1924421,24804,0,0
17033,11/08/2021,Benin,36274,191,40383,24804,0,0
17034,11/09/2021,Benin,510432,4865,536238,24804,0,0
17035,11/10/2021,Benin,712947,9619,723355,24833,0,29
17036,11/11/2021,Benin,60939,809,61841,24833,0,0
17037,11/12/2021,Benin,980275,13478,998270,24833,0,0
17038,11/13/2021,Benin,10563,4,10588,24833,0,0
